Numer okręgu,Siedziba OKW,Numer listy,Nazwa,Typ,Numer na liście,Nazwisko,Imiona,Płeć,Zawód,Miejscowość zamieszkania,Kod TERYT,Gmina miejsca zamieszkania,Przynależność do partii,Poparcie,Liczba głosów,Procent głosów oddanych na listę,Procent głosów oddanych w okręgu,Czy przyznano mandat
5,Warszawa,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,7,WARGOCKA,Teresa Anna,Kobieta,socjolog,Mińsk Mazowiecki,141201,m. Mińsk Mazowiecki,członek partii politycznej: Prawo i Sprawiedliwość,,9184,"1,79","1,08",Nie
5,Warszawa,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,8,KRZĘTOWSKA,Agnieszka Maria,Kobieta,nauczyciel akademicki,Płock,146201,m. Płock,członek partii politycznej: Prawo i Sprawiedliwość,,3610,"0,70","0,42",Nie
5,Warszawa,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,9,ROMANOWSKI,Rafał,Mężczyzna,urzędnik państwowy,Maków Mazowiecki,141101,m. Maków Mazowiecki,członek partii politycznej: Prawo i Sprawiedliwość,,11420,"2,23","1,34",Nie
5,Warszawa,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,10,OPIOŁA,Marek,Mężczyzna,politolog,Płock,146506,Ochota,członek partii politycznej: Prawo i Sprawiedliwość,,5994,"1,17","0,70",Nie
5,Warszawa,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,1,OLKO,Dorota Zofia,Kobieta,Socjolog,Siedlce,146401,m. Siedlce,członek partii politycznej: Partia Razem,,2965,"46,08","0,35",Nie
5,Warszawa,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,2,DOBROWOLSKI,Mateusz,Mężczyzna,Dziennikarz,Warszawa,146505,Mokotów,członek partii politycznej: Partia Razem,,795,"12,36","0,09",Nie
5,Warszawa,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,3,ŻYTKOWSKA-PRUS,Anna Izabela,Kobieta,Nauczyciel języka obcego,Kotarwice,142507,gm. Kowala,członek partii politycznej: Partia Razem,,427,"6,64","0,05",Nie
5,Warszawa,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,4,PIÓROWICZ,Jerzy Wojciech,Mężczyzna,Specjalista administracji publicznej,Białkowo,141910,gm. Radzanowo,członek partii politycznej: Partia Razem,,240,"3,73","0,03",Nie
5,Warszawa,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,5,ADAMCZYK,Małgorzata Joanna,Kobieta,Tłumacz,Warszawa,146510,Śródmieście,członek partii politycznej: Partia Razem,,649,"10,09","0,08",Nie
5,Warszawa,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,6,TRYSIŃSKI,Piotr,Mężczyzna,inżynier mechatronik,Lipsko,140903,gm. Lipsko,członek partii politycznej: Partia Razem,,236,"3,67","0,03",Nie
5,Warszawa,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,7,KOSIEC,Justyna Agnieszka,Kobieta,Asystent przetwarzania danych,Radom,146301,m. Radom,członek partii politycznej: Partia Razem,,286,"4,45","0,03",Nie
5,Warszawa,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,8,MATYJASZEK,Artur Mariusz,Mężczyzna,pedagog,Sochaczew,142801,m. Sochaczew,członek partii politycznej: Ruch Sprawiedliwości Społecznej,,148,"2,30","0,02",Nie
5,Warszawa,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,9,SARNOWSKA,Weronika Natalia,Kobieta,Specjalista do spraw marketingu i handlu,Warszawa,146519,Żoliborz,członek partii politycznej: Partia Razem,,376,"5,84","0,04",Nie
5,Warszawa,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,10,PŁATOS,Sławomir,Mężczyzna,Inżynier elektryk automatyk,Radom,146301,m. Radom,członek partii politycznej: Partia Razem,,312,"4,85","0,04",Nie
5,Warszawa,6,KOMITET WYBORCZY WYBORCÓW KUKIZ'15,Komitet wyborczy wyborców,1,HUSIEW,Barbara,Kobieta,pracownik administracyjno-biurowy,Piastów,142101,m. Piastów,nie należy do partii politycznej,,9253,"33,25","1,09",Nie
5,Warszawa,6,KOMITET WYBORCZY WYBORCÓW KUKIZ'15,Komitet wyborczy wyborców,2,PIŁKA,Marian,Mężczyzna,historyk,Trąbki,140310,gm. Pilawa,członek partii politycznej: Prawica Rzeczypospolitej,,5445,"19,57","0,64",Nie
5,Warszawa,6,KOMITET WYBORCZY WYBORCÓW KUKIZ'15,Komitet wyborczy wyborców,3,PATER,Agata Bożena,Kobieta,radca prawny,Radom,146301,m. Radom,nie należy do partii politycznej,,2568,"9,23","0,30",Nie
5,Warszawa,6,KOMITET WYBORCZY WYBORCÓW KUKIZ'15,Komitet wyborczy wyborców,4,LECHOWSKI,Krzysztof Grzegorz,Mężczyzna,inżynier technologii drewna,Nieznamierowice,142307,gm. Rusinów,nie należy do partii politycznej,,1809,"6,50","0,21",Nie
5,Warszawa,6,KOMITET WYBORCZY WYBORCÓW KUKIZ'15,Komitet wyborczy wyborców,5,KLIMKOWSKI,Sławomir,Mężczyzna,starszy operator procesów produkcyjnych,Jaroszewo Wieś,141901,gm. Bielsk,nie należy do partii politycznej,,1663,"5,98","0,20",Nie
5,Warszawa,6,KOMITET WYBORCZY WYBORCÓW KUKIZ'15,Komitet wyborczy wyborców,6,BORDZIO-BERUS,Irena,Kobieta,nauczyciel,Bobrek Kolonia,140105,gm. Stromiec,nie należy do partii politycznej,,587,"2,11","0,07",Nie
5,Warszawa,6,KOMITET WYBORCZY WYBORCÓW KUKIZ'15,Komitet wyborczy wyborców,7,FRYDRYK,Jakub,Mężczyzna,przedsiębiorca,Ostrołęka,146101,m. Ostrołęka,nie należy do partii politycznej,,2618,"9,41","0,31",Nie
5,Warszawa,6,KOMITET WYBORCZY WYBORCÓW KUKIZ'15,Komitet wyborczy wyborców,8,JĘDRZEJEWSKI,Robert Witold,Mężczyzna,kierowca,Druchowo,142010,gm. Raciąż,nie należy do partii politycznej,,850,"3,05","0,10",Nie
5,Warszawa,6,KOMITET WYBORCZY WYBORCÓW KUKIZ'15,Komitet wyborczy wyborców,9,POMORSKA,Karolina Agnieszka,Kobieta,politolog,Ciepielów,140902,gm. Ciepielów,nie należy do partii politycznej,,1858,"6,68","0,22",Nie
5,Warszawa,6,KOMITET WYBORCZY WYBORCÓW KUKIZ'15,Komitet wyborczy wyborców,10,SANKOWSKA-GRABCZUK,Lidia Izabela,Kobieta,rzecznik prasowy,Warszawa,146516,Wilanów,członek partii politycznej: Prawica Rzeczypospolitej,,1178,"4,23","0,14",Nie
5,Warszawa,7,KOMITET WYBORCZY WYBORCÓW POLSKA FAIR PLAY BEZPARTYJNI GWIAZDOWSKI,Komitet wyborczy wyborców,1,ROSIEWICZ,Andrzej Wacław,Mężczyzna,artysta estradowy,Warszawa,146513,Ursynów,nie należy do partii politycznej,,2212,"32,61","0,26",Nie
5,Warszawa,7,KOMITET WYBORCZY WYBORCÓW POLSKA FAIR PLAY BEZPARTYJNI GWIAZDOWSKI,Komitet wyborczy wyborców,2,GAJOWNICZEK,Krzysztof,Mężczyzna,urzędnik państwowy,Chlewiska,142603,gm. Kotuń,nie należy do partii politycznej,,869,"12,81","0,10",Nie
5,Warszawa,7,KOMITET WYBORCZY WYBORCÓW POLSKA FAIR PLAY BEZPARTYJNI GWIAZDOWSKI,Komitet wyborczy wyborców,3,BUDZYŃSKA,Jadwiga Barbara,Kobieta,ekonomista,Radom,146301,m. Radom,nie należy do partii politycznej,,612,"9,02","0,07",Nie
5,Warszawa,7,KOMITET WYBORCZY WYBORCÓW POLSKA FAIR PLAY BEZPARTYJNI GWIAZDOWSKI,Komitet wyborczy wyborców,4,KLOCH,Adam Roman,Mężczyzna,przedsiębiorca,Sochaczew,142801,m. Sochaczew,nie należy do partii politycznej,,587,"8,65","0,07",Nie
5,Warszawa,7,KOMITET WYBORCZY WYBORCÓW POLSKA FAIR PLAY BEZPARTYJNI GWIAZDOWSKI,Komitet wyborczy wyborców,5,MARCINIAK,Elżbieta,Kobieta,ekonomista,Warszawa,146519,Żoliborz,nie należy do partii politycznej,,421,"6,21","0,05",Nie
5,Warszawa,7,KOMITET WYBORCZY WYBORCÓW POLSKA FAIR PLAY BEZPARTYJNI GWIAZDOWSKI,Komitet wyborczy wyborców,6,KŁOBUKOWSKI,Paweł,Mężczyzna,przedsiębiorca,Wyszogród,141915,gm. Wyszogród,nie należy do partii politycznej,,374,"5,51","0,04",Nie
5,Warszawa,7,KOMITET WYBORCZY WYBORCÓW POLSKA FAIR PLAY BEZPARTYJNI GWIAZDOWSKI,Komitet wyborczy wyborców,7,DŁUGOŁĘCKI,Mariusz,Mężczyzna,prawnik,Warszawa,146510,Śródmieście,nie należy do partii politycznej,,345,"5,09","0,04",Nie
5,Warszawa,7,KOMITET WYBORCZY WYBORCÓW POLSKA FAIR PLAY BEZPARTYJNI GWIAZDOWSKI,Komitet wyborczy wyborców,8,LENART,Karolina,Kobieta,fizjoterapeuta,Klwatka Szlachecka,142505,gm. Jedlińsk,nie należy do partii politycznej,,500,"7,37","0,06",Nie
5,Warszawa,7,KOMITET WYBORCZY WYBORCÓW POLSKA FAIR PLAY BEZPARTYJNI GWIAZDOWSKI,Komitet wyborczy wyborców,9,KĘPA,Justyna Joanna,Kobieta,nauczyciel,Kobylin,141504,gm. Goworowo,nie należy do partii politycznej,,410,"6,04","0,05",Nie
5,Warszawa,7,KOMITET WYBORCZY WYBORCÓW POLSKA FAIR PLAY BEZPARTYJNI GWIAZDOWSKI,Komitet wyborczy wyborców,10,KOWALIK,Rafał Grzegorz,Mężczyzna,inżynier,Radom,146301,m. Radom,nie należy do partii politycznej,,454,"6,69","0,05",Nie
5,Warszawa,10,KOMITET WYBORCZY JEDNOŚĆ NARODU,Komitet wyborczy partii politycznej,1,STAROSIELEC,Romuald Tadeusz,Mężczyzna,dziennikarz,Warszawa,146518,Wola,członek partii politycznej: Jedność Narodu,,403,"18,23","0,05",Nie
5,Warszawa,10,KOMITET WYBORCZY JEDNOŚĆ NARODU,Komitet wyborczy partii politycznej,2,POŁANECKI,Paweł Mieczysław,Mężczyzna,ekonomista,Warszawa,146502,Bemowo,członek partii politycznej: Jedność Narodu,,182,"8,23","0,02",Nie
5,Warszawa,10,KOMITET WYBORCZY JEDNOŚĆ NARODU,Komitet wyborczy partii politycznej,3,ŻEBROWSKA,Irena Małgorzata,Kobieta,teolog,Warszawa,146511,Targówek,nie należy do partii politycznej,,246,"11,13","0,03",Nie
5,Warszawa,10,KOMITET WYBORCZY JEDNOŚĆ NARODU,Komitet wyborczy partii politycznej,4,CIECHANOWICZ,Jan,Mężczyzna,wykładowca akademicki,Kamieniec,140405,gm. Szczawin Kośc.,nie należy do partii politycznej,,180,"8,14","0,02",Nie
5,Warszawa,10,KOMITET WYBORCZY JEDNOŚĆ NARODU,Komitet wyborczy partii politycznej,5,SZMIGIEL,Beata,Kobieta,farmaceuta,Warszawa,146507,Praga-Południe,nie należy do partii politycznej,,249,"11,26","0,03",Nie
5,Warszawa,10,KOMITET WYBORCZY JEDNOŚĆ NARODU,Komitet wyborczy partii politycznej,6,MACIEJEWSKI,Jakub,Mężczyzna,przedsiębiorca,Pionki,142501,m. Pionki,nie należy do partii politycznej,,168,"7,60","0,02",Nie
5,Warszawa,10,KOMITET WYBORCZY JEDNOŚĆ NARODU,Komitet wyborczy partii politycznej,7,MAROSZEK,Adam Jarosław,Mężczyzna,przedsiębiorca,Klwatka Królewska,142502,gm. Gózd,nie należy do partii politycznej,,98,"4,43","0,01",Nie
5,Warszawa,10,KOMITET WYBORCZY JEDNOŚĆ NARODU,Komitet wyborczy partii politycznej,8,RACZYŃSKA,Jolanta,Kobieta,przedsiębiorca,Radom,146301,m. Radom,nie należy do partii politycznej,,166,"7,51","0,02",Nie
5,Warszawa,10,KOMITET WYBORCZY JEDNOŚĆ NARODU,Komitet wyborczy partii politycznej,9,SZCZYPIÓR,Jolanta Elżbieta,Kobieta,rolnik,Osuchów,143601,gm. Kazanów,nie należy do partii politycznej,,131,"5,92","0,02",Nie
5,Warszawa,10,KOMITET WYBORCZY JEDNOŚĆ NARODU,Komitet wyborczy partii politycznej,10,JANOWSKI,Gabriel,Mężczyzna,nauczyciel akademicki,Stare Paszczyce,143201,gm. Błonie,nie należy do partii politycznej,,388,"17,55","0,05",Nie
6,Łódź,1,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,Komitet wyborczy wyborców,1,UTECHT,Waldemar Arkadiusz,Mężczyzna,politolog,Sieradz,101401,m. Sieradz,członek partii politycznej: Partia Kierowców,,10628,"28,04","1,16",Nie
6,Łódź,1,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,Komitet wyborczy wyborców,2,GIEROWSKI,Rafał,Mężczyzna,przedstawiciel handlowy,Pełczyska,101105,gm. Wartkowice,członek partii politycznej: Ruch Narodowy,,3744,"9,88","0,41",Nie
6,Łódź,1,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,Komitet wyborczy wyborców,3,GRABARCZYK,Tomasz Michał,Mężczyzna,politolog,Łódź,106101,m. Łódź,nie należy do partii politycznej,,4515,"11,91","0,49",Nie
6,Łódź,1,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,Komitet wyborczy wyborców,4,WALCZAK,Izabela Anna,Kobieta,wykładowca akademicki,Łódź,106101,m. Łódź,członek partii politycznej: Ruch Narodowy,,3034,"8,01","0,33",Nie
6,Łódź,1,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,Komitet wyborczy wyborców,5,LIPCZYK,Zbigniew Jerzy,Mężczyzna,lekarz,Sokolniki-Las,102006,gm. Ozorków,nie należy do partii politycznej,,1160,"3,06","0,13",Nie
6,Łódź,1,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,Komitet wyborczy wyborców,6,KORWIN-MIKKE,Anna,Kobieta,architekt,Warszawa,146514,Wawer,nie należy do partii politycznej,,5796,"15,29","0,64",Nie
6,Łódź,1,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,Komitet wyborczy wyborców,7,MAZUR,Joanna Sylwia,Kobieta,grafik,Łódź,106101,m. Łódź,nie należy do partii politycznej,,1807,"4,77","0,20",Nie
6,Łódź,1,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,Komitet wyborczy wyborców,8,HEINZEL,Alicja Anna,Kobieta,nauczycielka,Piotrków Trybunalski,106201,m. Piotrków Trybunalski,nie należy do partii politycznej,,916,"2,42","0,10",Nie
6,Łódź,1,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,Komitet wyborczy wyborców,9,BARTOSIAK,Tomasz,Mężczyzna,przedsiębiorca,Sadkowice,101306,gm. Sadkowice,nie należy do partii politycznej,,1602,"4,23","0,18",Nie
6,Łódź,1,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,Komitet wyborczy wyborców,10,MARJAN,Patryk Piotr,Mężczyzna,górnik,Bełchatów,100101,m. Bełchatów,nie należy do partii politycznej,,4697,"12,39","0,51",Nie
6,Łódź,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,1,SOWIŃSKA,Anita Katarzyna,Kobieta,ekonomistka,Wrząca,100806,gm. Lutomiersk,członek partii politycznej: Wiosna Roberta Biedronia,,26496,"52,26","2,90",Nie
6,Łódź,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,2,IDZIKOWSKI,Wiktor,Mężczyzna,informatyk,Sieradz,101401,m. Sieradz,członek partii politycznej: Wiosna Roberta Biedronia,,4132,"8,15","0,45",Nie
6,Łódź,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,3,GILL-PIĄTEK,Hanna Beata,Kobieta,specjalistka ds. administracji i rozwoju,Łódź,106101,m. Łódź,członek partii politycznej: Wiosna Roberta Biedronia,,3614,"7,13","0,40",Nie
6,Łódź,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,4,KNAPIK,Aleksandra Alicja,Kobieta,biochemik,Łódź,106101,m. Łódź,nie należy do partii politycznej,,4238,"8,36","0,46",Nie
6,Łódź,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,5,SOKOŁOWICZ,Mariusz Paweł,Mężczyzna,nauczyciel akademicki,Łódź,106101,m. Łódź,nie należy do partii politycznej,,2055,"4,05","0,23",Nie
6,Łódź,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,6,DE LAZARI-RADEK,Katarzyna Anna,Kobieta,nauczyciel akademicki,Łódź,106101,m. Łódź,nie należy do partii politycznej,,2165,"4,27","0,24",Nie
6,Łódź,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,7,HAJNCEL,Paweł Wojciech,Mężczyzna,artysta,Łódź,106101,m. Łódź,nie należy do partii politycznej,,988,"1,95","0,11",Nie
6,Łódź,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,8,ŻURAW,Elżbieta Małgorzata,Kobieta,ekonomistka,Łódź,106101,m. Łódź,nie należy do partii politycznej,,1829,"3,61","0,20",Nie
6,Łódź,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,9,PIETRZAK,Michał Damian,Mężczyzna,pedagog,Chechło Pierwsze,100804,gm. Dobroń,nie należy do partii politycznej,,2158,"4,26","0,24",Nie
6,Łódź,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,10,WAWRYKA,Dawid,Mężczyzna,prawnik,Radomsko,101201,m. Radomsko,nie należy do partii politycznej,,3021,"5,96","0,33",Nie
6,Łódź,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,1,BELKA,Marek Marian,Mężczyzna,ekonomista,Łódź,106101,m. Łódź,nie należy do partii politycznej,Sojusz Lewicy Demokratycznej,182517,"52,50","20,00",Tak
6,Łódź,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,2,BEJDA,Paweł Jan,Mężczyzna,inżynier mechanik,Łowicz,100501,m. Łowicz,członek partii politycznej: Polskie Stronnictwo Ludowe,,27792,"7,99","3,05",Nie
6,Łódź,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,3,SKRZYDLEWSKA,Joanna Katarzyna,Kobieta,ekonomista,Łódź,106101,m. Łódź,członek partii politycznej: Platforma Obywatelska RP,,103901,"29,89","11,39",Nie
6,Łódź,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,4,GAŁKIEWICZ,Magdalena Anna,Kobieta,programista aplikacji,Łódź,106101,m. Łódź,członek partii politycznej: Partia Zieloni,,4768,"1,37","0,52",Nie
6,Łódź,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,5,STASIAK,Aleksandra Małgorzata,Kobieta,ekonomistka,Pabianice,100802,m. Pabianice,członek partii politycznej: Sojusz Lewicy Demokratycznej,,3605,"1,04","0,40",Nie
6,Łódź,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,6,GOŁASZEWSKI,Marcin Łukasz,Mężczyzna,nauczyciel akademicki,Łódź,106101,m. Łódź,członek partii politycznej: Nowoczesna,,8905,"2,56","0,98",Nie
6,Łódź,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,7,RUTKOWSKA,Dorota,Kobieta,socjolog,Skierniewice,106301,m. Skierniewice,członek partii politycznej: Platforma Obywatelska RP,,5875,"1,69","0,64",Nie
6,Łódź,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,8,STASIAK,Marta Katarzyna,Kobieta,adwokat,Starowa Góra,100610,gm. Rzgów,członek partii politycznej: Platforma Obywatelska RP,,2122,"0,61","0,23",Nie
6,Łódź,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,9,MATUSIAK,Karolina Daria,Kobieta,studentka,Kutno,100201,m. Kutno,nie należy do partii politycznej,,2543,"0,73","0,28",Nie
6,Łódź,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,10,STĘPIEŃ,Witold Heronim,Mężczyzna,inżynier elektronik,Konstantynów Łódzki,100801,m. Konstantynów Łódzki,członek partii politycznej: Platforma Obywatelska RP,,5592,"1,61","0,61",Nie
6,Łódź,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,1,WASZCZYKOWSKI,Witold Jan,Mężczyzna,historyk,Warszawa,146515,Wesoła,członek partii politycznej: Prawo i Sprawiedliwość,,168021,"39,44","18,41",Tak
6,Łódź,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,2,KOPCIŃSKA,Joanna Maria,Kobieta,lekarz,Łódź,106101,m. Łódź,członek partii politycznej: Prawo i Sprawiedliwość,,130358,"30,60","14,28",Tak
6,Łódź,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,3,KRUPA,Urszula Irena,Kobieta,lekarz,Łódź,106101,m. Łódź,nie należy do partii politycznej,,16587,"3,89","1,82",Nie
6,Łódź,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,4,DRÓŻDŻ,Beata Zofia,Kobieta,administratywista,Piotrków Trybunalski,106201,m. Piotrków Trybunalski,członek partii politycznej: Prawo i Sprawiedliwość,,22215,"5,21","2,43",Nie
6,Łódź,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,5,WOJCIECHOWSKI,Grzegorz Michał,Mężczyzna,samorządowiec,Regnów,101305,gm. Regnów,członek partii politycznej: Prawo i Sprawiedliwość,,43571,"10,23","4,77",Nie
6,Łódź,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,6,SAGAN,Marlena Barbara,Kobieta,przedsiębiorca,Karsznice,101904,gm. Zduńska Wola,członek partii politycznej: Prawo i Sprawiedliwość,,18189,"4,27","1,99",Nie
6,Łódź,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,7,RUDALSKI,Wojciech Bogdan,Mężczyzna,pracownik samorządowy,Paradyż,100705,gm. Paradyż,nie należy do partii politycznej,,7013,"1,65","0,77",Nie
6,Łódź,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,8,SZYMCZYK,Krzysztof Feliks,Mężczyzna,administratywista,Łódź,106101,m. Łódź,członek partii politycznej: Porozumienie Jarosława Gowina,,2994,"0,70","0,33",Nie
6,Łódź,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,9,ANTCZAK,Alicja Elżbieta,Kobieta,specjalista pracy socjalnej,Głowno,102001,m. Głowno,członek partii politycznej: Prawo i Sprawiedliwość,,4471,"1,05","0,49",Nie
6,Łódź,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,10,MATEUSIAK-PIELUCHA,Beata Anna,Kobieta,parlamentarzysta,Posmykowizna,100901,gm. Działoszyn,członek partii politycznej: Prawo i Sprawiedliwość,,12627,"2,96","1,38",Nie
6,Łódź,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,1,IKONOWICZ,Piotr Igor,Mężczyzna,dziennikarz,Warszawa,146510,Śródmieście,członek partii politycznej: RSS,,10578,"59,26","1,16",Nie
6,Łódź,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,2,KRYSIAK,Wioleta Magdalena,Kobieta,specjalista bankowości,Łódź,106101,m. Łódź,członek partii politycznej: Partia Razem,,2521,"14,12","0,28",Nie
6,Łódź,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,3,SIKORA,Anna Iwona,Kobieta,copywriter,Sieradz,101401,m. Sieradz,członek partii politycznej: Partia Razem,,1337,"7,49","0,15",Nie
6,Łódź,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,4,GANICZ,Tomasz,Mężczyzna,chemik,Łódź,106101,m. Łódź,członek partii politycznej: Partia Razem,,606,"3,40","0,07",Nie
6,Łódź,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,5,PANAK,Marta,Kobieta,nauczyciel,Chlebów,101505,gm. Lipce Reymontowskie,członek partii politycznej: Partia Razem,,900,"5,04","0,10",Nie
6,Łódź,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,6,SULKA,Monika Zofia,Kobieta,pracownik służby BHP,Piotrków Trybunalski,106201,m. Piotrków Trybunalski,członek partii politycznej: Partia Razem,,390,"2,18","0,04",Nie
