Numer okręgu,Siedziba OKW,Numer listy,Nazwa,Typ,Numer na liście,Nazwisko,Imiona,Płeć,Zawód,Miejscowość zamieszkania,Kod TERYT,Gmina miejsca zamieszkania,Przynależność do partii,Poparcie,Liczba głosów,Procent głosów oddanych na listę,Procent głosów oddanych w okręgu,Czy przyznano mandat
7,Poznań,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,3,SZLINDER,Maciej Karol,Mężczyzna,socjolog,Poznań,306401,m. Poznań,członek partii politycznej: Partia Razem,,1558,"8,10","0,13",Nie
7,Poznań,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,4,NOWAK,Paulina,Kobieta,ekonomista,Słupca,302301,m. Słupca,członek partii politycznej: Partia Razem,,2658,"13,83","0,22",Nie
7,Poznań,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,5,NOWACKI,Konrad,Mężczyzna,administrator systemów komputerowych,Zduny,301206,gm. Zduny,członek partii politycznej: Partia Razem,,1166,"6,06","0,10",Nie
7,Poznań,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,6,BŁAŻEJCZAK-KLECZEWSKA,Beata,Kobieta,specjalista ds. ochrony środowiska,Kalisz,306101,m. Kalisz,członek partii politycznej: Partia Razem,,817,"4,25","0,07",Nie
7,Poznań,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,7,SMIRNOW,Amadeusz Piotr,Mężczyzna,nauczyciel języków obcych,Poznań,306401,m. Poznań,członek partii politycznej: Partia Razem,,752,"3,91","0,06",Nie
7,Poznań,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,8,KASPRZAK-BARTKOWIAK,Kamila,Kobieta,dziennikarz,Gniezno,300301,m. Gniezno,członek partii politycznej: Partia Razem,,598,"3,11","0,05",Nie
7,Poznań,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,9,WILK-BARAN,Anna Elżbieta,Kobieta,dziennikarz,Wronki,302408,gm. Wronki,członek partii politycznej: Ruch Sprawiedliwości Społecznej,,531,"2,76","0,04",Nie
7,Poznań,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,10,KOSZAL,Dorota,Kobieta,specjalista ds. zamówień publicznych,Poznań,306401,m. Poznań,członek partii politycznej: Partia Razem,,1130,"5,88","0,09",Nie
7,Poznań,6,KOMITET WYBORCZY WYBORCÓW KUKIZ'15,Komitet wyborczy wyborców,1,JUREK,Marek,Mężczyzna,historyk,Wólka Kozodawska,141804,gm. Piaseczno,członek partii politycznej: Prawica Rzeczypospolitej,,29891,"58,04","2,49",Nie
7,Poznań,6,KOMITET WYBORCZY WYBORCÓW KUKIZ'15,Komitet wyborczy wyborców,2,PARDA,Błażej Łukasz,Mężczyzna,ekonomista,Piła,301901,m. Piła,nie należy do partii politycznej,,5190,"10,08","0,43",Nie
7,Poznań,6,KOMITET WYBORCZY WYBORCÓW KUKIZ'15,Komitet wyborczy wyborców,3,KOSMALSKA,Joanna Agnieszka,Kobieta,ratownik medyczny,Gostyń,300402,gm. Gostyń,nie należy do partii politycznej,,4083,"7,93","0,34",Nie
7,Poznań,6,KOMITET WYBORCZY WYBORCÓW KUKIZ'15,Komitet wyborczy wyborców,4,LUCH,Katarzyna,Kobieta,inżynier budownictwa,Lipka Wielka,301502,gm. Lwówek,nie należy do partii politycznej,,1783,"3,46","0,15",Nie
7,Poznań,6,KOMITET WYBORCZY WYBORCÓW KUKIZ'15,Komitet wyborczy wyborców,5,FORDON,Jacek,Mężczyzna,automatyk przemysłowy,Drużyna,302110,gm. Mosina,nie należy do partii politycznej,,1383,"2,69","0,12",Nie
7,Poznań,6,KOMITET WYBORCZY WYBORCÓW KUKIZ'15,Komitet wyborczy wyborców,6,GARCZYŃSKI,Bartosz,Mężczyzna,antropolog kultury,Poznań,306401,m. Poznań,nie należy do partii politycznej,,1464,"2,84","0,12",Nie
7,Poznań,6,KOMITET WYBORCZY WYBORCÓW KUKIZ'15,Komitet wyborczy wyborców,7,KOCHAŃSKA,Julia Anna,Kobieta,pedagog,Przybyszewo,301305,gm. Święciechowa,nie należy do partii politycznej,,2552,"4,96","0,21",Nie
7,Poznań,6,KOMITET WYBORCZY WYBORCÓW KUKIZ'15,Komitet wyborczy wyborców,8,GATTI,Sabina Edwarda,Kobieta,tłumacz,Poznań,306401,m. Poznań,nie należy do partii politycznej,,581,"1,13","0,05",Nie
7,Poznań,6,KOMITET WYBORCZY WYBORCÓW KUKIZ'15,Komitet wyborczy wyborców,9,PERA,Jakub,Mężczyzna,politolog,Borzykowo,303001,gm. Kołaczkowo,nie należy do partii politycznej,,1587,"3,08","0,13",Nie
7,Poznań,6,KOMITET WYBORCZY WYBORCÓW KUKIZ'15,Komitet wyborczy wyborców,10,KOZŁOWSKI,Jerzy,Mężczyzna,poseł na Sejm RP,Kalisz,306101,m. Kalisz,nie należy do partii politycznej,,2986,"5,80","0,25",Nie
8,Lublin,1,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,Komitet wyborczy wyborców,1,TUMANOWICZ,Witold Sławomir,Mężczyzna,działacz społeczny,Lublin,066301,m. Lublin,członek partii politycznej: Ruch Narodowy,,15267,"46,68","2,06",Nie
8,Lublin,1,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,Komitet wyborczy wyborców,2,PEJO,Bartłomiej Artur,Mężczyzna,przedstawiciel władzy samorządowej,Świdnik,061701,m. Świdnik,nie należy do partii politycznej,,7145,"21,85","0,97",Nie
8,Lublin,1,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,Komitet wyborczy wyborców,3,OSADCZY,Włodzimierz,Mężczyzna,historyk,Lublin,066301,m. Lublin,nie należy do partii politycznej,,2320,"7,09","0,31",Nie
8,Lublin,1,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,Komitet wyborczy wyborców,4,WIŚLIŃSKA,Natalia Anna,Kobieta,politolog,Lublin,066301,m. Lublin,nie należy do partii politycznej,,1822,"5,57","0,25",Nie
8,Lublin,1,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,Komitet wyborczy wyborców,5,CHOJNACKA,Magdalena,Kobieta,technik rachunkowości,Lublin,066301,m. Lublin,członek partii politycznej: Ruch Narodowy,,1275,"3,90","0,17",Nie
8,Lublin,1,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,Komitet wyborczy wyborców,6,TYLUS,Małgorzata Aneta,Kobieta,technik rachunkowości,Lublin,066301,m. Lublin,nie należy do partii politycznej,,606,"1,85","0,08",Nie
8,Lublin,1,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,Komitet wyborczy wyborców,7,MARCINIUK,Agnieszka Monika,Kobieta,pracownik kancelaryjny,Biała Podlaska,066101,m. Biała Podlaska,nie należy do partii politycznej,,771,"2,36","0,10",Nie
8,Lublin,1,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,Komitet wyborczy wyborców,8,MEKLER,Rafał,Mężczyzna,technik informatyki,Radzyń Podlaski,061501,m. Radzyń Podlaski,członek partii politycznej: Ruch Narodowy,,708,"2,16","0,10",Nie
8,Lublin,1,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,Komitet wyborczy wyborców,9,JANULEWICZ,Paweł Rafał,Mężczyzna,nauczyciel akademicki - nauki ekonomiczne,Świdnik,061701,m. Świdnik,nie należy do partii politycznej,,1009,"3,09","0,14",Nie
8,Lublin,1,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,Komitet wyborczy wyborców,10,KASPRZAK,Krzysztof Grzegorz,Mężczyzna,historyk,Lublin,066301,m. Lublin,nie należy do partii politycznej,,1783,"5,45","0,24",Nie
8,Lublin,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,1,BUJAK,Zbigniew,Mężczyzna,politolog,Milanówek,140501,m. Milanówek,nie należy do partii politycznej,,11640,"51,30","1,57",Nie
8,Lublin,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,2,PAWŁOWSKA,Monika Jolanta,Kobieta,specjalista do spraw międzynarodowej polityki handlowej,Julianów,061602,gm. Kłoczew,członek partii politycznej: Wiosna Roberta Biedronia,,4426,"19,50","0,60",Nie
8,Lublin,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,3,KITLIŃSKI,Tomasz,Mężczyzna,wykładowca akademicki,Lublin,066301,m. Lublin,nie należy do partii politycznej,,1479,"6,52","0,20",Nie
8,Lublin,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,4,IWUŁA,Barbara Małgorzata,Kobieta,przedsiębiorczyni,Bródek,062005,gm. Łabunie,nie należy do partii politycznej,,638,"2,81","0,09",Nie
8,Lublin,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,5,PIETRASIEWICZ,Szymon Eliasz,Mężczyzna,animator kultury,Lublin,066301,m. Lublin,nie należy do partii politycznej,,803,"3,54","0,11",Nie
8,Lublin,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,6,BRYZEK,Paulina Anna,Kobieta,przedsiębiorczyni,Jastków,060907,gm. Jastków,nie należy do partii politycznej,,1033,"4,55","0,14",Nie
8,Lublin,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,7,WIŚNIEWSKI,Krzysztof Łukasz,Mężczyzna,specjalista marketingu internetowego,Lublin,066301,m. Lublin,nie należy do partii politycznej,,733,"3,23","0,10",Nie
8,Lublin,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,8,JASEK-KOSOBUCKA,Justyna,Kobieta,spedytor,Biała Podlaska,066101,m. Biała Podlaska,nie należy do partii politycznej,,497,"2,19","0,07",Nie
8,Lublin,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,9,GRZEGORCZYK,Paweł Marian,Mężczyzna,dziennikarz,Lublin,066301,m. Lublin,nie należy do partii politycznej,,366,"1,61","0,05",Nie
8,Lublin,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,10,WALASEK,Marcin,Mężczyzna,przedsiębiorca,Ryki,061604,gm. Ryki,nie należy do partii politycznej,,1077,"4,75","0,15",Nie
8,Lublin,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,1,HETMAN,Krzysztof Andrzej,Mężczyzna,politolog,Lublin,066301,m. Lublin,członek partii politycznej: Polskie Stronnictwo Ludowe,,105908,"50,82","14,31",Tak
8,Lublin,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,2,MUCHA,Joanna,Kobieta,ekonomista,Lublin,066301,m. Lublin,członek partii politycznej: Platforma Obywatelska RP,,70341,"33,75","9,51",Nie
8,Lublin,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,3,HAIDAR,Riad,Mężczyzna,lekarz,Biała Podlaska,066101,m. Biała Podlaska,członek partii politycznej: Sojusz Lewicy Demokratycznej,,16858,"8,09","2,28",Nie
8,Lublin,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,4,MAZUR,Artur,Mężczyzna,dyrektor generalny,Kraków,126101,m. Kraków,członek partii politycznej: Partia Zieloni,,1816,"0,87","0,25",Nie
8,Lublin,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,5,LISOWSKA,Bożena Grażyna,Kobieta,przedsiębiorca,Lublin,066301,m. Lublin,członek partii politycznej: Platforma Obywatelska RP,,2506,"1,20","0,34",Nie
8,Lublin,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,6,KARPIŃSKI,Włodzimierz Witold,Mężczyzna,inżynier chemik,Puławy,061401,m. Puławy,członek partii politycznej: Platforma Obywatelska RP,,3501,"1,68","0,47",Nie
8,Lublin,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,7,ŻMIJAN,Stanisław,Mężczyzna,inżynier budowy dróg,Międzyrzec Podlaski,060101,m. Międzyrzec Podlaski,członek partii politycznej: Platforma Obywatelska RP,,2425,"1,16","0,33",Nie
8,Lublin,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,8,ĆWIK,Sławomir,Mężczyzna,prawnik,Zamość,066401,m. Zamość,członek partii politycznej: Nowoczesna,,1808,"0,87","0,24",Nie
8,Lublin,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,9,SZMIDT,Anna,Kobieta,nauczyciel języka obcego,Janów Lubelski,060505,gm. Janów Lubelski,członek partii politycznej: Polskie Stronnictwo Ludowe,,841,"0,40","0,11",Nie
8,Lublin,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,10,WRÓBLEWSKA,Kornelia Konstancja,Kobieta,dziennikarz,Warszawa,146518,Wola,nie należy do partii politycznej,,2388,"1,15","0,32",Nie
8,Lublin,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,1,KRUK,Elżbieta Małgorzata,Kobieta,historyk,Lublin,066301,m. Lublin,członek partii politycznej: Prawo i Sprawiedliwość,,164108,"37,63","22,18",Tak
8,Lublin,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,2,MAZUREK,Beata,Kobieta,socjolog,Chełm,066201,m. Chełm,członek partii politycznej: Prawo i Sprawiedliwość,,204693,"46,93","27,67",Tak
8,Lublin,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,3,SOLIS,Tomasz Piotr,Mężczyzna,rolnik,Mikołajówka,060708,gm. Urzędów,członek partii politycznej: Prawo i Sprawiedliwość,,7157,"1,64","0,97",Nie
8,Lublin,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,4,BARSZCZEWSKA,Barbara Aldona,Kobieta,lekarz medycyny,Biała Podlaska,066101,m. Biała Podlaska,nie należy do partii politycznej,,6329,"1,45","0,86",Nie
8,Lublin,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,5,SZULOWSKI,Krzysztof,Mężczyzna,lekarz weterynarii,Janowiec,061403,gm. Janowiec,członek partii politycznej: Prawo i Sprawiedliwość,,6603,"1,51","0,89",Nie
8,Lublin,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,6,ZAWIŚLAK,Sławomir,Mężczyzna,historyk,Płoskie,062014,gm. Zamość,członek partii politycznej: Prawo i Sprawiedliwość,,21314,"4,89","2,88",Nie
8,Lublin,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,7,STANISŁAWEK,Andrzej Józef,Mężczyzna,lekarz medycyny,Lublin,066301,m. Lublin,członek partii politycznej: Porozumienie Jarosława Gowina,,6711,"1,54","0,91",Nie
8,Lublin,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,8,REWERA,Witold,Mężczyzna,wykładowca uniwersytecki,Lublin,066301,m. Lublin,nie należy do partii politycznej,,895,"0,21","0,12",Nie
8,Lublin,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,9,SZAŁACHWIEJ,Ewa,Kobieta,magister inżynier zootechniki,Krasnystaw,060601,m. Krasnystaw,nie należy do partii politycznej,,2718,"0,62","0,37",Nie
8,Lublin,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,10,DUSZEK,Marcin Kamil,Mężczyzna,poseł zawodowy,Międzyrzec Podlaski,060101,m. Międzyrzec Podlaski,członek partii politycznej: Prawo i Sprawiedliwość,,15611,"3,58","2,11",Nie
8,Lublin,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,1,DŁUGOSZ,Magdalena Anna,Kobieta,nauczyciel akademicki,Lublin,066301,m. Lublin,członek partii politycznej: Partia Razem,,2674,"50,43","0,36",Nie
8,Lublin,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,2,ROCZON,Mateusz Maciej,Mężczyzna,specjalista do spraw stosunków międzynarodowych,Lublin,066301,m. Lublin,członek partii politycznej: Partia Razem,,478,"9,02","0,06",Nie
8,Lublin,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,3,ZABRATAŃSKA,Katarzyna Edyta,Kobieta,socjolog,Lublin,066301,m. Lublin,członek partii politycznej: Partia Razem,,235,"4,43","0,03",Nie
8,Lublin,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,4,KACZYŃSKI,Gabriel Jan,Mężczyzna,przedstawiciel handlowy,Świdnik,061701,m. Świdnik,członek partii politycznej: Partia Razem,,555,"10,47","0,08",Nie
8,Lublin,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,5,REBEJKO,Jolanta,Kobieta,sprzedawca,Kraśnik,060701,m. Kraśnik,członek partii politycznej: Partia Razem,,182,"3,43","0,02",Nie
8,Lublin,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,6,LEWANDOWSKI,Marian,Mężczyzna,nauczyciel chemii,Zamość,066401,m. Zamość,członek partii politycznej: Partia Razem,,337,"6,36","0,05",Nie
8,Lublin,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,7,TABOR,Magdalena Aleksandra,Kobieta,pozostali inżynierowie do spraw przemysłu i produkcji,Lublin,066301,m. Lublin,członek partii politycznej: Partia Razem,,153,"2,89","0,02",Nie
8,Lublin,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,8,WARZOCHA,Tomasz Piotr,Mężczyzna,tłumacz,Kraśnik,060701,m. Kraśnik,nie należy do partii politycznej,,179,"3,38","0,02",Nie
8,Lublin,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,9,ZELENT,Magdalena,Kobieta,kulturoznawca,Dubienka,060305,gm. Dubienka,nie należy do partii politycznej,,233,"4,39","0,03",Nie
8,Lublin,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,10,FURMANIAK,Szymon,Mężczyzna,bibliotekarz,Lublin,066301,m. Lublin,członek partii politycznej: Partia Razem,,276,"5,21","0,04",Nie
8,Lublin,6,KOMITET WYBORCZY WYBORCÓW KUKIZ'15,Komitet wyborczy wyborców,1,SACHAJKO,Jarosław,Mężczyzna,"ekonomista, przedsiębiorca",Zamość,066401,m. Zamość,nie należy do partii politycznej,,17225,"58,26","2,33",Nie
8,Lublin,6,KOMITET WYBORCZY WYBORCÓW KUKIZ'15,Komitet wyborczy wyborców,2,GOGÓŁKA,Robert Mirosław,Mężczyzna,przedsiębiorca,Granice,061201,gm. Chodel,nie należy do partii politycznej,,2749,"9,30","0,37",Nie
8,Lublin,6,KOMITET WYBORCZY WYBORCÓW KUKIZ'15,Komitet wyborczy wyborców,3,BERECKA,Barbara,Kobieta,"rolnik, przedsiębiorca",Żabia Wola,060912,gm. Strzyżewice,nie należy do partii politycznej,,2107,"7,13","0,28",Nie
8,Lublin,6,KOMITET WYBORCZY WYBORCÓW KUKIZ'15,Komitet wyborczy wyborców,4,KUNC,Joanna,Kobieta,kierownik ds prawnych i administracyjnych,Świdnik,061701,m. Świdnik,nie należy do partii politycznej,,1665,"5,63","0,23",Nie
8,Lublin,6,KOMITET WYBORCZY WYBORCÓW KUKIZ'15,Komitet wyborczy wyborców,5,MARKIEWICZ,Jarosław Szczepan,Mężczyzna,przedsiębiorca,Leopoldów,061604,gm. Ryki,nie należy do partii politycznej,,1260,"4,26","0,17",Nie
8,Lublin,6,KOMITET WYBORCZY WYBORCÓW KUKIZ'15,Komitet wyborczy wyborców,6,WSZELAKA,Małgorzata Anna,Kobieta,"rolnik, przedsiębiorca",Suchynia,060705,gm. Kraśnik,nie należy do partii politycznej,,876,"2,96","0,12",Nie
8,Lublin,6,KOMITET WYBORCZY WYBORCÓW KUKIZ'15,Komitet wyborczy wyborców,7,WIELICZKO,Mariusz,Mężczyzna,przedsiębiorca,Chełm,066201,m. Chełm,nie należy do partii politycznej,,1036,"3,50","0,14",Nie
8,Lublin,6,KOMITET WYBORCZY WYBORCÓW KUKIZ'15,Komitet wyborczy wyborców,8,KOZIOŁ,Zdzisława Konstancja,Kobieta,nauczyciel,Honiatycze,060408,gm. Werbkowice,nie należy do partii politycznej,,613,"2,07","0,08",Nie
8,Lublin,6,KOMITET WYBORCZY WYBORCÓW KUKIZ'15,Komitet wyborczy wyborców,9,ORDECKI,Piotr,Mężczyzna,przedsiębiorca,Biłgoraj,060201,m. Biłgoraj,nie należy do partii politycznej,,852,"2,88","0,12",Nie
8,Lublin,6,KOMITET WYBORCZY WYBORCÓW KUKIZ'15,Komitet wyborczy wyborców,10,WILBIK,Marek,Mężczyzna,przedsiębiorca,Studzianka,060109,gm. Łomazy,nie należy do partii politycznej,,1184,"4,00","0,16",Nie
8,Lublin,7,KOMITET WYBORCZY WYBORCÓW POLSKA FAIR PLAY BEZPARTYJNI GWIAZDOWSKI,Komitet wyborczy wyborców,1,WOCH,Marek Marian,Mężczyzna,prawnik,Kąkolewnica,061504,gm. Kąkolewnica,nie należy do partii politycznej,,2040,"40,23","0,28",Nie
8,Lublin,7,KOMITET WYBORCZY WYBORCÓW POLSKA FAIR PLAY BEZPARTYJNI GWIAZDOWSKI,Komitet wyborczy wyborców,2,FUTERA,Joanna Monika,Kobieta,przedsiębiorca,Puławy,061401,m. Puławy,nie należy do partii politycznej,,431,"8,50","0,06",Nie
8,Lublin,7,KOMITET WYBORCZY WYBORCÓW POLSKA FAIR PLAY BEZPARTYJNI GWIAZDOWSKI,Komitet wyborczy wyborców,3,MAZUR,Agnieszka Monika,Kobieta,przedsiębiorca,Łęczna,061003,gm. Łęczna,nie należy do partii politycznej,,674,"13,29","0,09",Nie
8,Lublin,7,KOMITET WYBORCZY WYBORCÓW POLSKA FAIR PLAY BEZPARTYJNI GWIAZDOWSKI,Komitet wyborczy wyborców,4,SOWA,Justyna,Kobieta,nauczyciel,Terespol,060102,m. Terespol,nie należy do partii politycznej,,480,"9,47","0,06",Nie
8,Lublin,7,KOMITET WYBORCZY WYBORCÓW POLSKA FAIR PLAY BEZPARTYJNI GWIAZDOWSKI,Komitet wyborczy wyborców,5,SZWAJEWSKA,Małgorzata Anna,Kobieta,przedsiębiorca,Lublin,066301,m. Lublin,nie należy do partii politycznej,,232,"4,58","0,03",Nie
8,Lublin,7,KOMITET WYBORCZY WYBORCÓW POLSKA FAIR PLAY BEZPARTYJNI GWIAZDOWSKI,Komitet wyborczy wyborców,6,ZIĘTEK,Maria,Kobieta,administratywistka,Wola Gałęzowska,060903,gm. Bychawa,nie należy do partii politycznej,,246,"4,85","0,03",Nie
8,Lublin,7,KOMITET WYBORCZY WYBORCÓW POLSKA FAIR PLAY BEZPARTYJNI GWIAZDOWSKI,Komitet wyborczy wyborców,7,PIETROSIŃSKI,Marcin Jakub,Mężczyzna,prawnik,Lublin,066301,m. Lublin,nie należy do partii politycznej,,207,"4,08","0,03",Nie
8,Lublin,7,KOMITET WYBORCZY WYBORCÓW POLSKA FAIR PLAY BEZPARTYJNI GWIAZDOWSKI,Komitet wyborczy wyborców,8,IWANIAK,Paweł,Mężczyzna,radca prawny,Stryjno Pierwsze,061704,gm. Rybczewice,nie należy do partii politycznej,,141,"2,78","0,02",Nie
8,Lublin,7,KOMITET WYBORCZY WYBORCÓW POLSKA FAIR PLAY BEZPARTYJNI GWIAZDOWSKI,Komitet wyborczy wyborców,9,ZIELIŃSKI,Piotr,Mężczyzna,przedsiębiorca,Kalinówka,060905,gm. Głusk,nie należy do partii politycznej,,328,"6,47","0,04",Nie
8,Lublin,7,KOMITET WYBORCZY WYBORCÓW POLSKA FAIR PLAY BEZPARTYJNI GWIAZDOWSKI,Komitet wyborczy wyborców,10,POPIELEC,Przemysław,Mężczyzna,dziennikarz,Płoskie,062014,gm. Zamość,nie należy do partii politycznej,,292,"5,76","0,04",Nie
9,Rzeszów,1,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,Komitet wyborczy wyborców,1,BRAUN,Grzegorz Michał,Mężczyzna,reżyser,Stara Wieś,142105,gm. Nadarzyn,nie należy do partii politycznej,,33072,"75,20","4,43",Nie
9,Rzeszów,1,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,Komitet wyborczy wyborców,2,BUCZEK,Tomasz Wojciech,Mężczyzna,przedsiębiorca,Kolbuszowa Górna,180602,gm. Kolbuszowa,członek partii politycznej: Ruch Narodowy,,2340,"5,32","0,31",Nie
